Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2008-11-18,0.774321,0.787323,0.774321,0.774321
2008-11-19,0.774321,0.787323,0.767859,0.780782
2008-11-20,0.774321,0.793863,0.761318,0.774321
2008-11-21,0.735234,0.832872,0.735234,0.793863
2008-11-24,0.793863,0.839492,0.793863,0.81979
2008-11-25,0.832872,0.884965,0.832872,0.852415
2008-11-26,0.852415,0.871958,0.832872,0.832872
2008-11-27,0.839492,0.871958,0.813408,0.832872
2008-11-28,0.845874,0.845874,0.81979,0.826488
2008-12-01,0.81979,0.826488,0.813408,0.813408
2008-12-02,0.800326,0.871958,0.800326,0.839492
2008-12-03,0.858876,0.865417,0.832872,0.839492
2008-12-04,0.858876,0.858876,0.832872,0.839492
2008-12-05,0.832872,0.858876,0.832872,0.832872
2008-12-08,0.832872,0.858876,0.832872,0.858876
2008-12-09,0.871958,0.871958,0.858876,0.871958
2008-12-10,0.871958,0.871958,0.852415,0.852415
2008-12-11,0.878495,0.878495,0.845874,0.852415
2008-12-12,0.852415,0.852415,0.826488,0.839492
2008-12-15,0.852415,0.852415,0.806867,0.839492
2008-12-16,0.832872,0.852415,0.832872,0.852415
2008-12-17,0.852415,0.852415,0.839492,0.852415
2008-12-18,0.852415,0.852415,0.832872,0.832872
2008-12-19,0.839492,0.845874,0.832872,0.839492
2008-12-22,0.832872,0.852415,0.832872,0.839492
2008-12-23,0.852415,0.852415,0.832872,0.852415
2008-12-29,0.852415,0.884965,0.852415,0.858876
2008-12-30,0.871958,0.871958,0.852415,0.852415
2008-12-31,0.871958,0.871958,0.839492,0.852415
2009-01-05,0.865417,0.884965,0.852415,0.871958
2009-01-06,0.858876,0.884965,0.858876,0.871958
2009-01-07,0.871958,0.891505,0.871958,0.884965
2009-01-08,0.904505,0.904505,0.871958,0.871958
2009-01-09,0.878495,0.878495,0.813408,0.839492
2009-01-12,0.852415,0.852415,0.826488,0.826488
2009-01-13,0.865417,0.865417,0.81979,0.852415
2009-01-14,0.852415,0.852415,0.774321,0.774321
2009-01-15,0.774321,0.774321,0.709307,0.722232
2009-01-16,0.735234,0.735234,0.709307,0.709307
2009-01-19,0.735234,0.735234,0.715692,0.715692
2009-01-20,0.722232,0.722232,0.689686,0.689686
2009-01-21,0.689686,0.689686,0.65714,0.66376
2009-01-22,0.676684,0.676684,0.631214,0.650757
2009-01-23,0.637676,0.637676,0.592206,0.592206
2009-01-26,0.605209,0.605209,0.572742,0.579125
2009-01-27,0.592206,0.592206,0.579125,0.579125
2009-01-28,0.592206,0.592206,0.579125,0.592206
2009-01-29,0.592206,0.592206,0.579125,0.592206
2009-01-30,0.598668,0.598668,0.540196,0.540196
2009-02-02,0.572742,0.572742,0.546579,0.546579
2009-02-03,0.566201,0.566201,0.546579,0.546579
