Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2025-04-15,1663.4874967086014,1663.4874967086014,1663.4874967086014,1663.4874967086014,0
2025-04-16,1656.5134411037964,1656.5134411037964,1656.5134411037964,1656.5134411037964,0
2025-04-17,1669.4946605954342,1669.4946605954342,1669.4946605954342,1669.4946605954342,0
2025-04-22,1703.836303761622,1703.836303761622,1703.836303761622,1703.836303761622,0
2025-04-23,1787.0644671445864,1787.0644671445864,1787.0644671445864,1787.0644671445864,0
2025-04-24,1786.1646326539721,1786.1646326539721,1786.1646326539721,1786.1646326539721,0
2025-04-25,1797.6424724443243,1797.6424724443243,1797.6424724443243,1797.6424724443243,0
2025-04-28,1798.7009325968947,1798.7009325968947,1798.7009325968947,1798.7009325968947,0
2025-04-29,1799.7949218409829,1799.7949218409829,1799.7949218409829,1799.7949218409829,0
2025-04-30,1725.608858229034,1725.608858229034,1725.608858229034,1725.608858229034,0
2025-05-02,1750.6292245517434,1750.6292245517434,1750.6292245517434,1750.6292245517434,0
2025-05-05,1737.4772343376865,1737.4772343376865,1737.4772343376865,1737.4772343376865,0
2025-05-06,1696.7865890411638,1696.7865890411638,1696.7865890411638,1696.7865890411638,0
2025-05-07,1716.5296271453676,1716.5296271453676,1716.5296271453676,1716.5296271453676,0
2025-05-08,1702.7255016911427,1702.7255016911427,1702.7255016911427,1702.7255016911427,0
2025-05-09,1758.9856074505954,1758.9856074505954,1758.9856074505954,1758.9856074505954,0
2025-05-12,1772.4778391736572,1772.4778391736572,1772.4778391736572,1772.4778391736572,0
2025-05-13,1759.4010576636615,1759.4010576636615,1759.4010576636615,1759.4010576636615,0
2025-05-14,1769.7127578339725,1769.7127578339725,1769.7127578339725,1769.7127578339725,0
2025-05-15,1755.544623504477,1755.544623504477,1755.544623504477,1755.544623504477,0
2025-05-16,1749.5554518028848,1749.5554518028848,1749.5554518028848,1749.5554518028848,0
2025-05-19,1735.9004854321324,1735.9004854321324,1735.9004854321324,1735.9004854321324,0
2025-05-20,1750.7413937658182,1750.7413937658182,1750.7413937658182,1750.7413937658182,0
2025-05-21,1733.8632545773667,1733.8632545773667,1733.8632545773667,1733.8632545773667,0
2025-05-22,1735.5763882933702,1735.5763882933702,1735.5763882933702,1735.5763882933702,0
2025-05-23,1716.4590856366053,1716.4590856366053,1716.4590856366053,1716.4590856366053,0
2025-05-26,1760.312037488078,1760.312037488078,1760.312037488078,1760.312037488078,0
2025-05-27,1777.307121813148,1777.307121813148,1777.307121813148,1777.307121813148,0
2025-05-28,1791.1641264396164,1791.1641264396164,1791.1641264396164,1791.1641264396164,0
2025-05-29,1770.9954198635912,1770.9954198635912,1770.9954198635912,1770.9954198635912,0
2025-05-30,1754.9989112324586,1754.9989112324586,1754.9989112324586,1754.9989112324586,0
2025-06-02,1721.3181836832644,1721.3181836832644,1721.3181836832644,1721.3181836832644,0
2025-06-03,1689.0175299454872,1689.0175299454872,1689.0175299454872,1689.0175299454872,0
2025-06-04,1703.73084903075,1703.73084903075,1703.73084903075,1703.73084903075,0
2025-06-05,1684.8572317591422,1684.8572317591422,1684.8572317591422,1684.8572317591422,0
2025-06-06,1668.0114887098719,1668.0114887098719,1668.0114887098719,1668.0114887098719,0
2025-06-09,1684.2111328226001,1684.2111328226001,1684.2111328226001,1684.2111328226001,0
2025-06-10,1715.787723416929,1715.787723416929,1715.787723416929,1715.787723416929,0
2025-06-11,1700.9020239429774,1700.9020239429774,1700.9020239429774,1700.9020239429774,0
2025-06-12,1697.5240231477935,1697.5240231477935,1697.5240231477935,1697.5240231477935,0
2025-06-13,1665.800182700653,1665.800182700653,1665.800182700653,1665.800182700653,0
2025-06-16,1684.1653225690175,1684.1653225690175,1684.1653225690175,1684.1653225690175,0
2025-06-17,1680.188858575338,1680.188858575338,1680.188858575338,1680.188858575338,0
2025-06-18,1673.7952342005788,1673.7952342005788,1673.7952342005788,1673.7952342005788,0
2025-06-20,1681.7472017486361,1681.7472017486361,1681.7472017486361,1681.7472017486361,0
2025-06-23,1645.653977271852,1645.653977271852,1645.653977271852,1645.653977271852,0
2025-06-24,1718.524997635982,1718.524997635982,1718.524997635982,1718.524997635982,0
2025-06-25,1688.73565519829,1688.73565519829,1688.73565519829,1688.73565519829,0
2025-06-26,1724.4502908084264,1724.4502908084264,1724.4502908084264,1724.4502908084264,0
2025-06-27,1721.88367631451,1721.88367631451,1721.88367631451,1721.88367631451,0
2025-06-30,1752.030039861816,1752.030039861816,1752.030039861816,1752.030039861816,0
2025-07-01,1737.2205342815412,1737.2205342815412,1737.2205342815412,1737.2205342815412,0
2025-07-02,1753.3448591215308,1753.3448591215308,1753.3448591215308,1753.3448591215308,0
2025-07-03,1784.0271210963022,1784.0271210963022,1784.0271210963022,1784.0271210963022,0
2025-07-04,1768.003501660672,1768.003501660672,1768.003501660672,1768.003501660672,0
2025-07-07,1777.6289921941996,1777.6289921941996,1777.6289921941996,1777.6289921941996,0
2025-07-08,1801.4862033257764,1801.4862033257764,1801.4862033257764,1801.4862033257764,0
