,ret_wig20,ret_eurpln,ret_zmiennosc,diff_wibor_3m,diff_rentownosc_10y,d_pbv_pko,d_pbv_peo,d_pbv_san,d_pbv_ing,d_pbv_mbk,target_y
2015-06-26,0.014879935769689613,-0.0018419515535868798,0.13088350623001474,0.0,0.0,0.014488778595358865,0.042744942830692925,0.06763038530156144,0.0,-0.01311647021170049,0
2015-07-03,-0.024133920961562555,0.0037043718049172072,0.09084225540567446,0.0,-0.029999999999999805,-0.04410449249447182,-0.03196140132747815,-0.009301451928377133,0.0,-0.03366816569464918,1
2015-07-10,-0.0032226820094560923,-0.00406358871592228,0.0791016238793199,0.0,0.0,0.02961571389911316,-0.04971539878125311,-0.05832893337318433,-0.05006012877201916,-0.013819315400081,0
2015-07-17,0.00622934626606689,-0.015837325853041342,-0.008487035853471556,0.0,0.0,0.0,0.027940861552366473,0.03926227562579069,-0.006398546792372397,-0.0069819388671182765,0
2015-07-24,-0.04354210284707875,0.008143130645487193,0.08016239102720513,0.0,0.0,-0.07575769212311637,-0.08645999244668727,-0.019437273025454067,-0.03944709996578765,-0.08004860530828997,1
2015-07-31,0.01804731917482489,-9.655305597922765e-05,0.0052880181510706805,0.0,0.0,0.015699159401192014,0.023702439379781372,-0.02988442058733004,0.0712510249479378,0.05169572815909113,0
2015-08-07,-0.01389171785193954,0.009824606714230962,0.0015915703652635497,0.0,-0.27809523800000013,-0.08072784265115412,0.11128690145447931,0.0,0.10098318399244453,-0.11417651457992763,0
2015-08-14,0.0006552901258377167,-2.3903715833896927e-05,0.0139154544124595,0.0,0.0,0.024925244882206845,0.005206590168791479,-0.041288843322808494,0.022312832500425407,0.054861555348826266,0
2015-08-21,-0.008446926044924967,0.009989617846314728,-0.1532983785046872,0.0,0.0,0.016170934678861954,-0.010527592857842964,-0.04294894723645948,-0.022312832500425497,-0.03891173740541938,0
2015-08-28,-0.01600552104843221,-0.0026541557834271257,0.4629942611133527,0.0,0.0,0.031813428691941176,0.005321002689051576,-0.010946737978979658,-0.028647050974897375,0.06159745344690299,1
2015-09-04,0.0006291374733043,0.0034584897673176694,0.014912956736518422,0.0,0.029004329000000162,0.0,-0.005321002689051536,-0.09318004501638641,-0.029568456390726843,0.007448964129858163,1
2015-09-11,0.018001700361369725,-0.005073385150095833,-0.0011228122956971462,0.0,0.0,0.023117132899132153,0.03130340255186232,0.03596706152573886,0.006016151551329933,0.029180279059759482,0
2015-09-18,-0.007933614592022537,-0.0004754659655947734,-0.005518860924746172,0.0,0.0,0.0,-0.03656524034424236,0.0,-0.01808071554915996,-0.02918027905975944,0
2015-09-25,-0.035901243337961554,0.005383305820937657,-0.420820450154901,0.0,0.0,-0.03894049309044803,-0.005289671249026122,-0.06068752889678095,-0.024557137896514477,-0.037734561651877024,1
2015-10-02,-0.026847217514203922,0.0046484822788744745,-0.15350675982634387,0.010000000000000009,-0.25,0.0,-0.03807799596487192,-0.10532942247618042,0.01241490119556903,0.0,1
2015-10-09,0.05119310865096904,-0.006542377402386169,0.1178469847666574,0.0,0.0,0.07642634854602208,0.010885947141248058,0.15404575147197894,0.06527727489689807,0.08823668857625824,0
2015-10-16,-0.010006601332592976,0.003855027537754036,-0.026071248725669308,0.0,0.0,-0.03748585545557389,0.010931422285632295,0.01197119990098251,0.0,0.0,0
2015-10-23,-0.006861568947094515,0.003040411501092019,-0.17244573411324907,0.0,0.0,0.0,0.0,-0.023832277279767246,-0.005791901008015446,-0.007009040280404216,0
2015-10-30,-0.0227486498306365,0.00015060170114251768,-0.012046020310502472,0.0,0.0,-0.04686062070111029,-0.03313120410124861,0.011861077378784862,-0.04734313718793727,-0.08896417733067047,0
2015-11-06,-0.01973195121144241,0.004545014185975376,-0.26443403080272665,0.0,0.06509090899999981,-0.016206655074790216,-0.02850624362883963,0.01197119990098251,-0.056108490818767794,-0.03952514483347462,1
2015-11-13,-0.02046261987033357,-0.00662720981662741,0.061707864755410444,0.0,0.0,-0.058537319999241916,-0.05956397166350948,0.034599960678333694,-0.03257936398859895,-0.05813344027412508,0
2015-11-20,0.02155620026716378,-0.0001414827393419509,0.22967804083187215,0.0,0.0,0.017104167731218537,0.01834521682778647,-0.011440693164386149,-0.006611142263786266,0.01698154014809407,0
2015-11-27,-0.04343236002046341,0.007237043734237421,0.1270823564080291,0.0,0.0,-0.052169297183243125,-0.036865013356424246,0.011440693164386142,-0.03389404715298282,-0.09699541566801086,0
2015-12-04,-0.03565300375593511,0.010063212412370058,0.01684688548563298,-0.010000000000000009,0.23099999999999987,-0.027090308543684254,0.006186079687587639,0.0,-0.00697407694763728,0.0,0
2015-12-11,-0.061178437949918535,0.011705472485980653,0.22843399529676037,0.0,0.0,-0.018606628411248844,-0.02504510506478741,-0.058432237958100965,-0.013925852470750413,0.0,1
2015-12-18,0.05615040296283992,-0.02124907183454112,0.10164256075185978,0.0,0.0,0.07216364312987521,0.09119294383515278,-0.08820228685544629,0.04127607340347649,0.05407708471093995,1
2015-12-25,0.011170013051843834,-0.008143478449786997,-0.05443650497666696,0.0,0.0,0.0,-0.023503216659101787,0.013086040507575093,0.03330513098155179,0.01733664224533812,0
2016-01-01,-0.011019395249610538,0.00575617989362969,0.008695999251443761,0.0,0.03984210499999996,0.0,-0.01804709582944234,0.012917005667166909,-0.03330513098155169,-0.035069508846897655,0
2016-01-08,-0.07481118741602331,0.02331560788966653,0.11897622097453175,0.0,0.0,-0.08150037364229916,-0.08210848950454332,-0.13720385944373026,-0.013460089085480095,-0.07405931863971223,1
2016-01-15,0.005624276027327278,0.026310463469393752,-0.010397364087390705,-0.020000000000000018,0.0,-0.048345782118970414,0.03246585815793467,-0.01482895126938462,-0.006916054899608789,-0.019454337270195247,1
2016-01-22,-0.004419303051349605,-0.004687055886229605,0.07179593085396738,0.0,0.0,0.0,-0.039019336962559055,0.014828951269384607,-0.10147769011717804,0.0,1
2016-01-29,0.03024062429375405,-0.008883801672175978,0.04812363449434362,0.0,0.0,0.02920548841077268,0.039019336962559076,-0.01482895126938462,0.05198539719002963,0.09351365590990737,0
2016-02-05,0.005947731416086218,-0.002473729228408932,-0.04181069710528496,-0.010000000000000009,0.03315789499999999,-0.019308673770486347,0.03737882190583769,-0.06162736413730732,0.014399889391700916,0.0,1
2016-02-12,-0.014250606700806672,-0.0026822484724805308,-0.14446613463025318,0.0,0.0,0.019308673770486413,-0.0247355379707672,-0.10002441298814314,-0.058818319399789716,0.0,1
2016-02-19,0.04189056410765107,-0.006273732356450378,-0.0833183401200617,0.0,0.0,0.01914029370819773,0.06093263190540149,0.06789502449913272,0.05881831939978974,0.04366965741053629,1
2016-02-26,0.001904695295594104,-0.0002677936905957365,0.006211340607631919,-0.010000000000000009,0.0,-0.009524353697702935,0.005850562272933402,-0.01637256219338728,0.021264005433043562,-0.017274901757312323,1
2016-03-04,0.015567488842154536,-0.01087974200822297,-0.09475040035630192,-0.010000000000000009,-0.13999999999999968,0.03746771262137579,0.02907964733537096,0.11012931481970491,0.04106730474961199,0.008674753193673869,1
2016-03-11,0.019744958892519888,-0.006743070043811578,0.004953365929298264,0.0,0.0,0.03593050880470888,0.005737044179168639,0.04384648762654618,-0.013531539030772163,0.04219602829214538,1
2016-03-18,0.02639043477309663,-0.0068592216975278475,-0.16792614892041657,0.0,0.0,0.0,0.022519702244609995,0.042009429960554005,0.02018667953654698,-0.02506906349934502,1
2016-03-25,-0.013226945971602816,0.0014487014622619335,-0.04354196264140682,0.0,0.0,-0.045192459524502356,-0.011313834674368105,-0.027810429337225974,0.0,0.008454723918932231,0
2016-04-01,0.018954737277165207,-0.003284861165161836,0.10808012159120811,0.0,0.062857143,0.04519245952450234,0.022199781815616236,-0.11967285238718155,-0.03389404715298282,-0.01698154014809414,0
2016-04-08,-0.027653804741959054,0.00932656883396894,0.034590976699452755,0.0,0.0,-0.01785349101248826,-0.062316515020777445,-0.01585075774810888,-0.013828398102404051,-0.008600148563638547,1
2016-04-15,0.010639142477230102,0.00018159637229651747,0.04495985338341156,0.0,0.0,-0.02733896851201404,0.017414064887835857,0.0624204577410795,0.06750967306904455,0.0,0
2016-04-22,0.0015864107700542384,0.01569917787343498,-0.10932468983046231,0.0,0.0,-0.028205761901582405,0.01703995124020461,0.11453076998558294,0.00844331217786919,-0.035069508846897655,0
2016-04-29,-0.02416471069994395,0.002197601836727967,-0.1475474245279584,0.0,0.0,-0.03882142842126746,-0.017039951240204503,0.02655665869712686,0.0,-0.03634421810938054,0
2016-05-06,-0.023434467530140772,0.013545455594039203,-0.06304270140843378,0.0,0.08714285699999991,0.009896814640286222,-0.011553425045708781,-0.14108742868270965,-0.013428117016554848,0.0,0
2016-05-13,-0.02035461989328103,-0.004773559389746411,-0.1984131157520235,0.0,0.0,-0.0711113761115206,-0.041550312488544135,0.05890415177088289,-0.027630009720438203,-0.03771510053033169,1
2016-05-20,-0.004969969586853125,0.0008360569866694536,0.2896190878765347,0.0,0.0,0.0,-0.024597526281821255,-0.01425270097607636,0.02077262615879797,-0.019454337270195247,0
2016-05-27,0.01801672609381959,-0.006596394437898426,0.05157317759975616,0.010000000000000009,0.0,0.051214690437136196,0.036642984954734795,-0.0597754855350297,0.033680923918406366,0.05716943780052689,0
2016-06-03,-0.02521158130230581,-5.243629276591929e-05,0.17526760311751968,0.0,0.06999999999999984,-0.0406935267505771,-0.042829064642322355,0.08822718713443409,-0.03368092391840626,-0.009319907422878457,0
2016-06-10,-0.006382435068382202,-0.0025156097409017716,0.1200215067753488,0.0,0.0,-0.010521163686559244,-0.006215741442129286,-0.07310315239421097,0.02028550057819517,-0.05772049142701675,0
2016-06-17,-0.015592134842760506,0.010235112867766608,-0.03194711115842349,0.020000000000000018,0.0,0.010521163686559165,0.01240182112971681,0.029886615413721278,0.013395423340211174,0.00987096104936826,0
2016-06-24,0.008637671038115457,0.006640572332208088,0.3014402889642272,0.010000000000000009,0.0,0.030701100760493916,-0.017060870458591598,-0.12495826608908948,-0.006675282166992361,0.0,0
2016-07-01,-0.014290713663195358,-0.008615304562156787,-0.06432278334616189,0.0,-0.22142857099999969,-0.05185676544851628,-0.013469198104289589,-0.051522462305745434,0.03285997093870281,0.0,1
2016-07-08,-0.022685096510308766,0.0002787822898374573,-0.04403131010227448,0.0,0.0,-0.02149471329175976,-0.0487486092245579,-0.03575934979361987,-0.019553670684777497,0.009774476793900037,1
2016-07-15,0.031161247224066796,-0.0005145613025170606,-0.002344431320741531,0.0,0.0,0.04265037797978208,-0.007238210248706128,0.13578376278176307,0.0,0.0,1
2016-07-22,0.01889493717238521,-0.011949884400299014,-0.4060506358662328,0.0,0.0,0.02050107311548154,0.007238210248706161,0.0,0.02588208053388234,0.009679860476295205,1
2016-07-29,-0.01870739188391082,-0.00048658004053928256,-0.02952375522930175,0.0,0.0,-0.020501073115481643,-0.03636234092926859,0.0,0.03776115410296747,-0.029325298319563483,1
2016-08-05,0.03666046111763236,-0.01763439639694874,0.012789182485813897,0.0,-0.17857142900000023,0.14505955661953907,0.0919538416270108,-0.06550182013801809,0.03640329859730029,0.14705427436981197,0
2016-08-12,0.01751263143300429,-0.0015737631496379565,-0.11688877018347417,0.0,0.0,0.0,0.04616391520383843,0.06550182013801821,0.03512451416902003,0.05002096901997896,0
2016-08-19,-0.031458058528253646,0.009635132456042368,0.04988762198368389,0.0,0.0,-0.0651606704240914,-0.032862871034599034,-0.04850195068239769,-0.011606159077424722,-0.016425089291472187,0
2016-08-26,-0.013573768208555255,0.0037455436821695392,-0.05830720504794771,0.0,0.0,0.009615940010494824,-0.013301044169239398,0.04850195068239762,0.034314231960280536,0.00824626721144301,0
2016-09-02,-0.004712929746795061,0.008191602201718658,-0.2781758983718849,0.0,0.14000000000000012,-0.009615940010494945,0.013301044169239263,0.01592678949454802,0.0056203216079904255,0.04016146949503674,0
2016-09-09,-0.007627100270517886,-0.006274524983425561,0.22911610792171097,0.0,0.0,0.009615940010494824,-0.013301044169239398,-0.03177754724265695,-0.06345290865986625,-0.0650220762868924,1
2016-09-16,-0.011386497213103962,-0.00662962346520961,0.019228609034435934,0.0,0.0,0.00952435369770291,0.013301044169239263,0.0624204577410795,0.017780582030012097,-0.034256441905406415,0
2016-09-23,0.016141098674176964,-0.002106522985121684,0.07936371324682241,0.0,0.0,0.018681408203879438,0.013294433839826703,0.0,0.04005200502186382,0.008674753193673869,0
2016-09-30,-0.030515128378418615,-0.0013610303121288792,-0.05575885045186873,0.0,0.0,-0.04742943641090555,-0.04024938944806355,-0.07869908848198096,0.0,-0.026163769241377314,1
2016-10-07,0.02439138264669364,-0.002652929567885783,-0.12352898492744932,0.0,0.1599999999999997,0.0,0.04024938944806365,0.0635750537417579,0.0,0.017489016047703476,1
2016-10-14,-0.018483195797455984,0.005816507162288525,0.07005301388453963,0.010000000000000009,0.0,-0.029597624946042393,-0.06804165171670112,0.0,-0.01701385576525698,-0.008661889051664358,1
2016-10-21,0.018785709805305417,0.004949553926970336,-0.011891034121697298,0.0,0.0,0.02959762494604246,0.007081648705909444,0.059775485535029586,-0.05277624740592824,-0.026718631624194567,1
2016-10-28,0.03672080113386191,0.0017950385169560742,0.006660679633169181,0.0,0.0,0.05669138713069897,0.02071061356272798,0.05626213093663037,0.03547587121090454,0.026718631624194418,0
2016-11-04,-0.03331954389175298,-0.0022177333064337993,0.1706672312634219,0.0,0.40000000000000036,-0.02794335892367293,-0.05629136237886438,0.0,0.005752576309284816,-0.035785873303157946,0
2016-11-11,0.021677543726009094,0.021176761760862018,0.007321033742011514,0.010000000000000009,0.0,-0.019140293708197795,0.04253643225051857,0.013617188254145946,0.01727207489646745,0.03578587330315797,0
2016-11-18,-0.04032353336382146,0.004090160663049274,0.04560794661644987,0.0,0.0,-0.05939781307996608,-0.0498769115929197,-0.041427617591371896,-0.034718722296244675,-0.04484323651557474,1
2016-11-25,0.040073049790059316,-0.004477017927725631,0.06545939233518881,0.0,0.0,0.020192453635095375,-0.007307150372059499,0.0,0.017446647399777342,-0.03745827125187098,1
2016-12-02,-0.007112020077703851,0.014433571436823372,-0.1542749019796042,0.0,0.1299999999999999,0.0,-0.0148667875972033,-0.014199000623327983,0.034181977258986126,0.0,1
2016-12-09,0.06311058868946093,-0.007396314534957224,0.29563827188343217,0.0,0.0,0.05834565315306855,0.05801351742189068,0.1460968984229128,0.01104832171314088,0.06456864116588613,1
2016-12-16,0.009836917705210443,-0.007326932241205174,-0.07564109205091303,0.0,0.0,0.009336730512424148,0.007081648705909444,0.04812094262412745,0.04856693454799023,0.008905739605520326,1
2016-12-23,0.007819070297515966,-0.0028945679664584643,-0.023467079842847433,0.0,0.0,0.018606628411248903,0.0,-0.04812094262412757,-0.02131757708243308,-0.04524995771490078,1
2016-12-30,0.00737858620809674,-4.994075211828511e-05,-0.06734130144754087,0.0,0.0,0.0,0.013860710843708773,0.03614974272314497,0.02659106544522466,0.018291211407781977,1
2017-01-06,0.025764851665232902,-0.011087066369916103,-0.23984456857618724,0.0,0.14000000000000012,0.07070526569927091,0.0406056736921455,0.0,0.010350655266185473,0.009067241678963361,1
2017-01-13,0.00853379694795159,0.005943455283676865,-0.32617215028772983,0.0,0.0,-0.017148250980644632,-0.02010185953412883,0.023557368516167774,0.03556382966258838,0.05265542243317117,1
2017-01-20,-0.004913110656233358,-0.0029020897118510296,-0.11706763206473136,0.0,0.0,0.008598423277082698,0.0,-0.011586168615185294,-0.01501845945631691,-0.017274901757312323,1
2017-01-27,0.03816544135358236,-0.007896425396336275,0.44764635213488063,0.0,0.0,0.03390234276453995,0.07165673654562005,0.07909973385096988,0.010092425730700896,0.09927851819229887,1
2017-02-03,-0.0038123488244721075,-0.007018092449420458,0.08339586885009669,0.0,0.1299999999999999,0.0,-0.018992362150110013,-0.021886750360322286,0.07736526882765882,0.007858118778999746,1
2017-02-10,0.0371925039102483,-0.0021439325874380395,0.10453277007533522,0.0,0.0,0.07240335450961445,0.04385142244091285,-0.105333926114775,0.01841125955406962,0.0824482196400663,1
2017-02-17,0.015431715666634753,0.007857962524798333,0.05115008596196999,0.0,0.0,0.022939151526877047,0.006103825299064181,0.02428866534436029,-0.004591566373929407,-0.05169572815909101,1
2017-02-24,0.010790180001052321,-0.0036349499235489215,0.002505260458471595,0.0,0.0,-0.007640253025889086,-0.012319850625766472,-0.012134784245971683,0.04052998108556203,0.0,0
2017-03-03,0.009421849578000085,-0.0024810078789794373,0.07974672406239287,0.0,-0.1499999999999999,0.022669772673223162,0.0,0.04755323014092426,-0.022319738808597857,-0.015219112552545381,1
2017-03-10,-0.01486601962229766,0.008111752300648525,-0.030651842036014634,0.0,0.0,-0.06953039337433341,-0.04413585630588225,0.04562681487546213,-0.03202993545710435,-0.0392144855531803,1
2017-03-17,0.04311986647302614,-0.01298022036238128,0.06438594486526664,0.0,0.0,0.03156172220012216,0.025492821341781675,0.01094673797897964,0.02749441548791116,0.0392144855531802,0
2017-03-24,-0.02743017519844906,-0.004976765128295514,-0.08994428595013271,0.0,0.0,-0.007818234398144224,-0.025492821341781585,0.010940012381342666,-0.009083155933841455,0.0,1
2017-03-31,-0.02669074143771173,-0.007256572091144265,-0.08284125198598703,0.0,0.0,-0.039950142876768284,-0.02606205566970951,-0.01094001238134274,-0.023049919467993098,-0.07179923441390944,1
2017-04-07,0.032717771939024386,-0.0011187178249362697,0.0556783100267988,0.0,-0.2400000000000002,0.03995014287676819,0.03256251486138118,0.0,-0.004750358789840929,0.02453756054561824,1
2017-04-14,-0.006559653683011985,0.0034750433324167176,-0.18371694351884643,0.0,0.0,-0.039950142876768284,-0.02606889638644394,-0.03355976079129357,-0.01894178100492416,-0.008112471254146094,1
2017-04-21,0.013536013863067827,0.006422122372037855,-0.0018301196907165554,0.0,0.0,0.016206655074790178,-0.006493618474937265,0.05531879335786122,0.0236921397947651,0.03198264741500755,1
2017-04-28,0.0486204175048775,-0.010001296132643049,0.09301013845980227,0.0,0.0,0.07699901051344275,0.06402758657109707,0.05231464925757921,0.036668595371027866,0.08307237314748551,0
2017-05-05,0.0022273408885527457,-0.004599639711892114,-0.16180498839277913,0.0,-0.06999999999999984,0.03632314638572474,-0.006216908845381473,0.0,0.01338696584837909,0.021546772855798115,0
2017-05-12,-0.005754993602638686,0.0024981490603581363,0.1428193650519904,0.0,0.0,-0.021701901977120696,0.012387234249876157,-0.03112473458768758,-0.017922485817572317,-0.014312807584217498,0
2017-05-19,-0.016946671424616557,-0.0053530046672425145,0.09185334270894366,0.0,0.0,-0.029615713899113102,-0.03134314593518568,-0.02118991466989172,-0.013674722307770877,-0.021786391982309965,0
2017-05-26,-0.0010397467735698187,-0.0022701702111987405,-0.08305119385982336,0.0,0.0,0.014994469490509081,0.0,-0.021759032566567773,0.009118537636431607,0.0,1
2017-06-02,-0.009966623091737388,-0.0003059478191619309,0.05471006135856803,0.0,-0.16000000000000014,-0.007468617139109329,-0.03236114756546889,0.021759032566567766,0.00909170464053244,0.036099199566527546,1
2017-06-09,0.01187343062675485,0.0008936785980515477,0.00431499315587756,0.0,0.0,0.0,-0.026595478009066042,0.010708369977835235,-0.018210242276964154,0.007009040280404223,0
2017-06-16,-0.01131349954007453,0.005457016715938479,-0.05924464735875416,0.0,0.0,-0.015029519647334027,-0.02050381415801672,0.04160627927974401,-0.013819693180140223,0.0,0
2017-06-23,-8.678709823035814e-06,0.0031472633307533028,-0.09233721206182795,0.0,0.0,-0.03863831092806916,0.01236967217472293,-0.03112473458768758,0.036495809796551336,0.0,0
2017-06-30,-0.0020328918361754694,0.0020792954448169243,0.016409410102487237,0.0,0.0,0.015699159401192014,0.021604132545235855,-0.03200893485511678,-0.01355757897997952,0.034602135326116015,1
2017-07-07,-0.0017320844608729928,0.0003473104151247749,-0.09249242258756914,0.0,0.10999999999999988,0.0075902923000280495,0.0,0.01081902018522515,0.0,-0.01365563797956413,1
2017-07-14,0.023508211969352658,-0.007052491251457439,0.03048043520837933,0.0,0.0,0.007708606200960105,0.04202336331180899,-0.03270577054554744,0.026939870375602262,0.04055395189987387,1
2017-07-21,-0.0031234512016570497,0.0153027594778398,-0.06600132445172158,0.0,0.0,0.022669772673223162,-0.013808818485089892,0.01094673797897964,0.008797011306284285,-0.03366816569464918,1
2017-07-28,0.007364730365875715,-0.0032924138848574934,-0.1434374697688784,0.0,0.0,0.029402883580382046,-0.007067297607660814,0.14303913919907763,0.03445143232337244,-0.06367477375998629,1
2017-08-04,0.008328143009387806,-0.002200195022345394,-0.0959229861076106,0.0,0.03000000000000025,-0.029402883580382143,0.07414367826387433,-0.028916928052479595,-0.030108710941862588,-0.007265749638721942,0
2017-08-11,-0.0035522819916141003,0.009805827230150074,0.06258971567645176,0.0,0.0,0.0,0.006480788585466318,-0.009759140890090638,-0.013139732687794064,-0.014842851207307524,1
2017-08-18,-0.005008897548363628,-0.0036574391283975237,-0.013736760166172469,0.0,0.0,-0.015029519647334027,-0.046194401034463026,-0.020125279697239398,0.013139732687794167,-0.038022126556835435,1
2017-08-25,0.046315823295788046,-0.0025505852273152003,0.2409419651038919,0.0,0.0,0.022498136786443246,0.020081991810013505,0.0,0.01735531470967026,0.04547109068669359,1
2017-09-01,0.02235579245994029,-0.0014281656374541742,0.18157579917188382,0.0,-0.07000000000000028,-0.007468617139109329,0.01963162063898317,0.03964910745725316,0.021277522284101087,-0.014953832011801506,0
2017-09-08,-0.017577080880629658,-0.0023746076524597862,-0.05380295986703378,0.0,0.0,-0.03037837887418316,-0.006446928486995381,-0.03964910745725316,0.004166157909477206,-0.015180848159540282,0
2017-09-15,0.0059174383313148485,0.008294752439240792,-0.019911706505218573,0.0,0.0,-0.031231886889487945,0.03843885728170237,0.020125279697239273,0.0,0.015180848159540261,0
2017-09-22,-0.007065634279234742,-0.0027190080444428042,-0.15600314239023447,0.0,0.0,0.03123188688948808,-0.02551114020924085,0.009759140890090673,0.004148873024413248,0.022347719089251095,0
2017-09-29,-0.01105359852706168,0.010556088004270565,-0.33354214532356535,0.0,0.0,-0.007590292300028027,0.0,0.04780538270122489,-0.004148873024413291,-0.0451284487293265,1
