,pbv_pko,pbv_peo,pbv_san,pbv_ing,pbv_mbk,wibor_3m,rentownosc_10y,eurpln,wig20,zmiennosc,target_y
2014-12-05,1.0,1.0,1.0,1.0,1.0,2.06,2.553157895,4.156,2438.42,0.1060440827818712,0
2014-12-12,0.9854087242666238,0.9880468788847137,0.9655317024775801,0.9816512004657095,0.9793682672996166,2.06,2.553157895,4.1809,2360.0,0.1167073987529923,0
2014-12-19,0.9644640282789121,0.9855225778356582,1.0,0.9518484995084193,1.0,2.06,2.553157895,4.2638,2310.88,0.1602270938424131,1
2014-12-26,0.9849827009643645,0.9877437135709896,1.0042867777292912,0.9891826022486622,1.0102498897163765,2.06,2.553157895,4.3726,2323.04,0.1621961415644262,0
2015-01-02,1.0,0.9803180214223631,1.0,0.9890682932663556,1.0,2.06,2.211,4.2991,2309.39,0.1635480486955966,0
2015-01-09,1.0060199004975126,0.9730143962572552,0.8260029147002963,1.0,1.0076481343187493,2.05,2.211,4.2674,2337.21,0.2046278852245837,0
2015-01-16,0.9272402689490633,0.9507823440260841,0.9303649688800502,0.9781365865327114,0.9030825631228379,2.03,2.211,4.3021,2252.33,0.2326985170846818,1
2015-01-23,0.930072212134651,0.9950830844527478,0.991217315708522,0.9835123206619124,0.9408918257973881,2.02,2.211,4.2008,2319.59,0.2199500432494289,0
2015-01-30,0.969499093533875,1.0,0.9380857072178725,0.9778304472606494,0.9533847202558859,2.0,2.211,4.1834,2341.0,0.2174898376193636,1
2015-02-06,0.9480800478199007,1.0594287368268713,0.986652812310585,0.9832642258133811,0.8877262518166205,1.97,2.196,4.1566,2354.47,0.1728728765100172,0
2015-02-13,0.9325670951069975,1.0148215413523203,1.0088583615243834,0.988758732565438,0.8737083200170449,1.94,2.196,4.1843,2346.95,0.1079712149747703,1
2015-02-20,0.9316615652947111,1.0073295070774588,1.0660637160253874,0.944111581195536,0.8930620196991016,1.86,2.196,4.1663,2348.94,0.0734740726723769,1
2015-02-27,0.9496926673015322,1.0,1.0350342168756548,0.944111581195536,0.9510504894951051,1.81,2.196,4.1457,2367.1,0.0687193286563849,0
2015-03-06,0.9936706930874211,0.9951170923761912,1.0305078010646607,0.9356167742990271,0.9209430580449469,1.65,2.325454545,4.1279,2345.93,0.0930458430939581,1
2015-03-13,1.0,1.0098611272582922,1.0173135302071332,0.9551017731397609,0.9180445722501797,1.65,2.325454545,4.1466,2303.4,0.1051114831408239,1
2015-03-20,1.0188814821227599,1.0172338228203583,1.0609403854349164,0.9578224357841344,0.9777640345205634,1.65,2.325454545,4.1333,2407.7,0.1284869385178119,0
2015-03-27,0.9560124664531209,0.9902142844424614,1.0956432070121165,0.9548452520322522,0.9435105774728415,1.65,2.325454545,4.0988,2373.18,0.1322823686765527,1
2015-04-03,0.9747219765907119,0.9902142844424614,1.1168881650254885,0.9436080927333585,0.9518649121298127,1.65,2.3675,4.0635,2400.65,0.1192419877152506,1
2015-04-10,0.9809305873379098,1.0050263993321875,1.0862897454248033,1.0226721849390736,0.9943074003795066,1.65,2.3675,4.0254,2443.62,0.1070433889795814,1
2015-04-17,1.0316291104557709,1.0172338228203583,1.0214802838137749,1.0309641936690495,1.0141337691006564,1.65,2.3675,4.0275,2463.96,0.1302656779461788,1
2015-04-24,1.025140680460566,1.0294375118544163,1.0085590845761674,1.016477165599613,1.0395654659805602,1.65,2.3675,4.0377,2519.2,0.1227650870342428,0
2015-05-01,1.025140680460566,1.0048105481898957,0.9012744196240989,1.0194882694351344,0.9688369026117369,1.65,2.82,4.0731,2514.63,0.1288847023449331,1
2015-05-08,1.0754912994545927,1.0392409838696566,0.9051628626095157,1.0682872351699233,1.0056603773584905,1.66,2.82,4.0458,2546.78,0.1327566792896636,0
2015-05-15,0.9811012033590165,1.0073232654028732,0.900466395968763,1.0797812069485542,0.9858088930936613,1.67,2.82,4.0402,2514.84,0.123379433683763,0
2015-05-22,0.9937408016621937,1.0049119764689776,0.9129567372192496,1.0567932633912922,0.9545742050485883,1.68,2.82,4.1077,2516.76,0.090585704244452,0
2015-05-29,0.9085051042783883,0.9828978256846588,0.88693488222822,1.0511209307982323,0.951590116195254,1.68,2.82,4.1106,2437.81,0.1026803396672612,0
2015-06-05,0.9050066645177589,0.9411583249787923,0.8956379458202461,0.9879272537559202,0.914295628036086,1.68,3.19,4.1607,2365.58,0.1059690413698484,0
2015-06-12,0.9206533708552552,0.9508961417652712,0.8821623369692154,1.0053674950338507,0.9200208188757807,1.71,3.19,4.1381,2358.73,0.1248006003734795,0
2015-06-19,0.8725944045521098,0.9493026997846925,0.8771631678447349,0.9419269113822926,0.8742771223687255,1.72,3.19,4.1842,2299.35,0.1368542786401355,1
2015-06-26,0.8881715512085283,0.9932440656380317,0.9426766871760864,0.9419269113822926,0.8653617514861534,1.72,3.19,4.1765,2333.82,0.1559912953118681,0
2015-07-03,0.852587644603669,0.9644182458609973,0.9380857072178725,0.9419269113822926,0.8391205723259466,1.72,3.16,4.192,2278.17,0.1708254819233953,0
2015-07-10,0.8809944276995119,0.9176441384684513,0.888869885760723,0.8984468241641461,0.8347902610736287,1.72,3.16,4.175,2270.84,0.184886862822809,1
2015-07-17,0.8837912478243881,0.9436454644575228,0.928593809425025,0.8952265405330077,0.8362431200804877,1.72,3.16,4.1094,2285.03,0.1833243612714152,0
2015-07-24,0.8219747521091878,0.8673327207049669,0.9148073121376774,0.8630513685820101,0.7741801454221695,1.72,3.16,4.143,2187.67,0.1986251620803801,1
