0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.049,0.057,0.986,0.1405,-0.1125,0.954,0.127,-0.614,-0.6405,0.0495,0.012,0.9855,0.1015,0.1745,0.937
0.0365,0.0295,0.978,0.045,0.0415,0.9695,0.1835,-0.8735,-0.1525,0.001,0.0235,0.986,0.1335,0.198,0.9125
0.2465,-0.466,0.3045,-0.1275,-0.45,-0.2755,0.1095,-0.3955,0.4415,0.002,0.036,0.6575,0.379,0.4405,0.3925
-0.0405,0.305,-0.0205,-0.6495,0.1965,0.0725,0.112,0.223,-0.063,0.028,-0.0035,-0.2055,0.4485,-0.181,-0.0215
-0.01,-0.1155,0.023,-0.211,-0.1195,0.102,0.3655,-0.1175,0.1135,0.0165,0.0235,0.2285,0.458,0.1475,0.095
0.314,-0.025,0.4045,0.055,0.054,0.444,0.0365,-0.0005,0.437,0.015,0.0545,0.4465,0.1605,0.1535,0.385
0.0455,0.0455,0.503,0.63,0.0205,0.4005,0.0475,0.0285,0.491,0.0125,0.022,0.5025,0.174,0.1185,0.464
0.0885,0.0275,0.9835,0.044,0.055,0.973,0.1085,-0.152,0.9385,0.0,0.0355,0.985,0.2985,0.3465,0.8455
0.4165,0.043,0.5095,0.4975,-0.228,0.3865,0.1035,-0.0385,0.5235,0.031,0.005,0.5375,0.6045,0.416,-0.0875
0.1315,0.0335,0.3145,0.561,-0.209,0.0165,0.023,0.0575,0.297,-0.0145,0.01,0.3015,0.6635,0.2085,-0.097
0.1025,-0.3035,0.8725,0.419,-0.723,0.3455,0.0595,-0.0205,0.9305,0.02,-0.001,0.9575,0.5785,0.6355,-0.344
-0.1875,-0.106,0.261,0.0365,-0.0975,-0.2095,0.2895,-0.081,0.2825,0.043,0.025,0.3035,0.181,0.1495,-0.214
-0.143,0.1185,-0.047,0.083,0.0745,0.157,0.239,0.0575,-0.0785,0.0235,0.005,-0.089,0.2795,-0.0245,0.097
-0.8015,0.295,-0.0845,0.254,-0.2005,0.703,-0.428,0.581,-0.2085,0.0555,0.033,-0.709,0.026,-0.367,0.6045
-0.691,0.252,0.3285,0.4615,-0.144,0.495,-0.4765,0.5025,0.049,0.0075,0.0175,-0.5295,0.022,0.0625,0.5505
-0.549,-0.296,0.5615,0.9255,-0.094,0.2695,-0.4505,0.638,0.3245,0.0085,-0.0025,-0.781,0.0505,-0.203,0.764
-0.5465,-0.5385,0.1085,0.861,-0.1485,0.4155,-0.4515,0.666,0.1405,0.0445,0.0325,-0.8185,0.038,-0.072,0.813
-0.5775,0.005,0.3275,0.969,-0.0125,-0.0015,-0.141,0.323,-0.2,0.0185,0.0035,-0.3935,0.044,-0.1045,0.3855
-0.765,0.0675,0.1105,0.269,0.01,0.207,-0.1665,0.15,-0.05,0.0315,0.003,-0.141,0.018,-0.055,0.15
-0.8175,0.268,0.135,0.536,-0.2975,0.748,-0.178,0.8705,0.1865,0.022,0.0285,-0.8745,0.048,-0.2405,0.8525
-0.705,-0.262,-0.258,0.0925,-0.792,0.4315,-0.001,0.137,0.9105,0.0105,0.036,-0.8995,0.0395,-0.5405,0.677
-0.141,-0.4435,-0.678,0.0145,-0.5905,0.708,0.787,-0.25,0.497,0.006,0.0325,-0.873,0.0345,-0.7165,0.496
-0.048,-0.566,-0.5885,-0.261,-0.196,0.8395,-0.0705,0.4345,0.794,0.015,0.003,-0.8895,0.542,-0.571,0.5055
