0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.035,0.0155,0.977,0.1095,-0.1065,0.9505,-0.585,0.162,-0.626,-0.0335,0.0215,0.98,0.038,-0.1155,0.939
0.036,0.004,0.9775,0.037,-0.003,0.966,-0.3175,-0.801,-0.135,0.001,0.0125,0.9835,0.07,-0.1465,0.9395
0.4715,0.5135,0.3135,-0.1085,-0.456,-0.302,0.2245,-0.4085,0.441,0.0135,-0.0045,0.6455,0.107,-0.429,0.429
0.476,-0.221,-0.0345,-0.644,0.2015,0.049,-0.042,0.2775,-0.1135,0.034,0.0105,-0.2325,0.1605,0.291,-0.0545
0.4715,0.171,0.0625,-0.249,-0.118,0.1335,0.0125,-0.1365,0.1085,0.013,0.0325,0.2295,0.3345,-0.1185,0.1055
0.2065,0.169,0.3725,0.0475,0.022,0.385,0.016,0.0195,0.385,0.035,0.0075,0.3925,0.1585,-0.124,0.365
0.0135,0.002,0.504,0.6075,0.02,0.392,0.0655,0.0115,0.493,0.032,0.018,0.5015,0.135,-0.057,0.473
0.0155,0.0345,0.98,0.048,0.006,0.9625,0.2055,-0.059,0.933,0.002,0.0085,0.977,0.171,-0.3515,0.8675
0.248,0.2005,0.5185,0.4775,-0.25,0.38,0.129,-0.0045,0.527,0.0265,0.014,0.5495,0.345,-0.4595,-0.0905
0.1035,0.0485,0.3195,0.553,-0.2035,-0.0335,0.0415,0.0245,0.301,0.025,0.014,0.3,0.5265,-0.1885,-0.0775
0.275,0.3035,0.883,0.4095,-0.7515,0.3155,0.0745,-0.0325,0.9285,0.0105,0.022,0.9545,0.519,-0.702,-0.301
0.247,0.1995,0.278,0.0775,-0.079,-0.2385,-0.1045,-0.0915,0.2855,0.0395,0.0025,0.324,0.309,-0.1205,-0.2235
0.251,-0.031,-0.014,0.0465,0.0925,0.1285,-0.047,0.0545,-0.0485,0.02,0.0355,-0.0655,0.359,0.101,0.084
0.04,-0.6705,-0.066,0.2715,-0.2205,0.6965,-0.7385,0.266,-0.2295,0.0245,0.0155,-0.712,-0.2665,0.36,0.5965
0.059,-0.451,0.361,0.4735,-0.145,0.512,-0.806,0.226,0.0305,0.028,0.0075,-0.5395,0.0515,0.0025,0.571
0.028,-0.593,0.552,0.92,-0.0975,0.2915,-0.6675,-0.3995,0.269,0.013,0.0325,-0.7735,-0.1555,0.2075,0.768
0.052,-0.759,0.123,0.8495,-0.156,0.394,-0.555,-0.5545,0.145,0.032,0.0,-0.798,-0.0845,0.1435,0.8025
0.0025,-0.2235,0.3225,0.968,-0.018,-0.032,-0.6415,-0.0315,-0.1975,0.0145,-0.009,-0.3835,-0.071,0.1355,0.3955
0.0405,-0.1125,0.132,0.239,-0.008,0.204,-0.7295,0.035,-0.088,0.0125,0.0325,-0.1425,-0.0515,0.113,0.185
0.046,-0.8645,0.1145,0.521,-0.306,0.75,-0.808,0.241,0.189,0.0105,0.0185,-0.892,-0.037,0.312,0.8575
0.022,-0.8005,-0.241,0.114,-0.787,0.4165,-0.092,-0.025,0.8885,0.0205,0.001,-0.8945,-0.142,0.6115,0.667
0.064,-0.519,-0.661,0.0135,-0.6055,0.699,0.354,0.711,0.5255,0.0205,0.0095,-0.8805,-0.7265,0.272,0.5025
0.4445,-0.4415,-0.587,-0.2905,-0.235,0.8295,0.036,-0.397,0.777,0.0275,0.0235,-0.892,-0.1165,0.763,0.501
0.013,0.0255,-0.6585,0.1725,0.1335,0.728,-0.1435,0.164,0.7035,0.0725,0.018,-0.7005,-0.168,0.6525,0.2735
0.14,0.0495,-0.842,0.361,0.6505,0.626,0.102,0.1675,0.9195,0.057,0.009,-0.892,-0.1545,0.8075,0.4215
0.528,-0.515,0.023,0.0465,-0.058,0.6705,-0.1305,-0.199,0.5965,0.0215,0.02,-0.616,0.006,0.07,0.634
0.308,-0.422,-0.66,0.049,0.7585,0.5865,0.736,0.026,0.6405,0.02,0.036,-0.899,0.001,-0.0355,0.918
0.2055,-0.207,-0.611,-0.1025,0.6425,0.389,-0.0315,0.044,0.735,0.0305,0.0365,-0.694,0.477,0.481,0.4225
-0.5465,0.046,-0.306,0.374,0.322,0.411,0.2415,-0.0595,0.504,0.0245,0.038,-0.475,0.137,0.0855,0.508
-0.407,0.5275,0.188,0.789,0.2655,0.274,0.9335,0.0575,0.192,0.0315,0.001,-0.543,-0.021,-0.039,0.5735
-0.1225,-0.0025,0.1995,0.4015,-0.1085,-0.025,0.7775,-0.032,0.068,0.0555,0.0185,0.1995,0.496,-0.006,-0.13
0.029,0.0105,-0.201,0.259,0.167,-0.1915,0.42,0.212,-0.0955,0.0305,0.0085,-0.2315,0.7435,0.076,0.184
-0.42,0.2855,-0.0155,0.2,0.172,-0.212,0.266,0.1405,0.2635,0.042,0.0215,-0.2385,0.78,0.0345,0.189
-0.406,-0.2575,-0.097,-0.31,-0.121,0.349,-0.062,0.088,-0.3275,0.0145,0.0315,0.406,0.91,-0.069,-0.0625
-0.4,-0.6945,0.2615,0.026,0.006,0.9255,0.064,0.04,-0.867,0.005,0.0295,0.9405,0.615,-0.1595,-0.68
