0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.037,0.062,0.9675,0.0085,0.0345,0.968,0.6915,0.046,-0.643,0.045,0.0425,0.9305,0.0595,-0.1125,0.9335
0.009,0.0395,0.974,0.0325,-0.0005,0.9795,0.969,0.048,-0.176,0.03,0.0135,0.959,0.056,-0.119,0.938
0.2395,0.4805,-0.1575,0.0295,0.0175,-0.4595,0.515,-0.2475,-0.315,-0.0805,0.3915,-0.2745,0.1135,0.368,-0.2825
-0.088,0.1175,0.0425,0.0315,0.015,-0.027,0.4785,0.0175,-0.01,-0.62,0.059,0.022,0.1275,0.078,0.024
-0.0185,-0.2585,0.0685,0.059,0.045,0.3295,0.6345,0.2815,0.1235,-0.2255,-0.258,0.1005,0.328,-0.2485,0.155
0.3045,-0.2495,0.8875,0.0335,0.009,0.9775,0.0415,0.044,0.973,0.898,0.0105,0.424,0.166,-0.264,0.866
0.046,0.0365,0.781,0.0075,-0.006,0.7795,0.048,0.04,0.7675,0.8515,0.051,0.383,0.119,-0.1,0.732
0.044,0.0625,0.982,0.007,0.0005,0.9845,0.199,0.063,0.9565,0.0655,0.024,0.958,0.1645,-0.325,0.8785
0.416,0.0505,0.6285,0.007,0.0145,0.682,0.134,0.064,0.6755,0.5965,-0.3635,0.393,0.361,-0.5955,-0.111
0.1835,0.028,0.0035,0.047,0.0325,-0.0205,0.021,0.054,-0.0305,0.5455,0.068,0.002,0.492,0.055,0.0275
0.113,-0.069,0.321,0.0045,0.0195,0.321,0.049,0.044,0.3225,0.124,-0.057,0.318,0.485,-0.195,-0.077
-0.2145,0.5535,-0.5185,0.008,0.0175,-0.7975,0.3115,-0.262,-0.6875,0.06,0.7985,-0.2075,0.318,0.41,0.6775
-0.1655,0.5365,-0.636,0.0345,0.0255,-0.8685,0.241,-0.1895,-0.7895,0.0695,0.89,0.1665,0.373,0.549,0.626
-0.7735,0.3165,-0.061,-0.0025,0.022,-0.8345,0.4395,-0.6745,-0.2975,-0.2855,0.456,0.657,-0.2885,0.44,0.6985
-0.685,0.3135,0.4005,-0.003,0.0175,-0.7445,0.202,-0.7225,0.064,-0.598,0.3385,0.456,0.041,0.0635,0.762
-0.555,-0.0405,0.2195,-0.001,0.012,-0.2525,-0.158,-0.21,0.131,-0.437,0.0905,0.274,-0.13,0.124,0.272
-0.583,-0.249,0.101,0.0485,0.015,-0.414,-0.0005,-0.3665,0.0965,-0.368,0.098,0.4005,-0.043,0.079,0.427
-0.614,0.083,-0.077,0.0075,-0.005,0.2195,-0.2285,0.1345,0.132,-0.799,0.036,-0.062,-0.021,-0.033,-0.1475
-0.7735,0.0325,0.4445,0.023,0.023,-0.8655,0.142,-0.7235,-0.42,-0.6935,0.4665,0.187,-0.0885,0.422,0.76
-0.8255,0.192,0.0915,0.036,0.0005,-0.681,-0.011,-0.6485,0.172,-0.05,0.0415,0.7155,-0.0635,0.2695,0.644
-0.7215,-0.1015,-0.098,0.036,0.016,-0.401,0.0405,-0.031,0.4555,0.041,-0.028,0.4165,-0.108,0.276,0.3175
-0.151,-0.3175,-0.4805,0.0035,0.032,-0.6505,-0.166,0.627,0.395,0.0215,-0.0765,0.681,-0.699,0.22,0.3405
0.0105,-0.516,-0.5,0.018,-0.0035,-0.7775,0.3225,-0.3045,0.7125,0.125,0.1025,0.789,-0.121,0.693,0.383
0.0345,0.054,-0.82,0.0295,0.05,-0.858,-0.138,0.209,0.8705,0.384,0.496,0.701,-0.1625,0.8135,0.2475
-0.0105,-0.023,-0.5405,0.026,0.0175,-0.584,-0.093,0.118,0.627,0.06,0.0355,0.617,-0.13,0.5415,0.2685
-0.3825,-0.7265,0.065,0.0365,0.0145,-0.9,0.2625,-0.289,0.8535,0.032,-0.606,0.6455,-0.018,0.1675,0.9015
-0.5235,0.069,-0.3865,0.0205,0.04,-0.5375,-0.461,0.335,0.3855,0.0415,0.0035,0.5645,-0.005,0.03,0.559
-0.1845,0.173,-0.3595,0.031,0.019,-0.4365,0.161,0.009,0.4845,0.132,-0.2505,0.397,0.478,0.3175,0.2725
-0.4805,0.297,-0.4365,0.033,0.002,-0.658,-0.1625,0.1165,0.6995,-0.359,-0.434,0.352,0.1095,0.146,0.6555
0.9685,0.062,0.102,0.018,-0.009,-0.342,0.8405,-0.094,0.1145,-0.571,-0.116,0.23,-0.008,-0.002,0.372
0.318,0.0865,-0.0495,0.056,0.047,-0.0775,0.932,0.0225,-0.0395,-0.3065,-0.0675,0.0005,0.4895,0.0525,0.1005
0.0585,0.043,0.833,0.026,0.0225,0.8315,0.8475,0.027,0.4185,-0.316,0.724,-0.2115,0.7275,-0.17,-0.496
0.517,-0.679,0.2295,0.0605,0.0125,0.889,0.348,0.2085,-0.757,-0.2825,0.7985,-0.2315,0.7955,-0.1885,-0.4695
-0.46,0.639,-0.2,0.0045,0.0305,0.806,0.1015,0.141,-0.7115,0.607,0.5595,0.3435,0.9265,-0.227,-0.126
-0.3775,0.853,0.291,-0.0025,0.0215,0.983,0.0175,-0.0105,-0.8965,0.235,0.2415,0.911,0.608,-0.186,-0.714
0.2385,0.235,-0.409,0.0155,0.02,-0.488,0.066,-0.3695,0.395,0.034,0.0455,-0.46,0.019,-0.0075,-0.4595
0.0045,0.273,-0.7845,0.0145,0.0345,-0.8825,0.1465,0.213,0.9065,0.0255,0.0045,-0.834,0.037,-0.01,-0.837
0.1355,0.6465,0.509,0.018,0.0115,-0.7265,0.107,-0.0135,0.776,0.2715,0.1675,-0.6635,-0.1525,0.11,-0.662
-0.154,0.603,0.172,0.01,0.0175,-0.5565,-0.3155,0.369,0.445,0.0795,0.0215,-0.5155,0.0155,0.0175,-0.519
-0.798,0.097,0.388,0.0265,0.0145,-0.8075,-0.49,0.5855,0.4425,0.039,0.023,-0.7735,0.012,-0.011,-0.765
-0.3545,0.707,0.0325,-0.004,-0.015,-0.7025,-0.276,0.274,0.6815,0.9465,0.062,-0.158,0.754,0.307,-0.353
-0.242,0.805,-0.3225,0.0035,0.0035,-0.876,-0.781,0.4045,-0.095,0.6175,0.5205,-0.4415,0.861,0.4365,-0.024
0.0615,0.3365,-0.672,0.0365,-0.0015,-0.7635,-0.5675,0.5715,-0.154,0.116,0.1495,-0.718,0.835,0.3655,-0.1945
-0.149,0.829,0.0,0.032,0.01,-0.782,-0.316,0.105,0.7775,0.0955,0.1935,-0.7285,0.851,0.3705,0.076
-0.584,0.443,-0.2795,0.013,0.0195,-0.656,-0.657,0.445,0.034,0.0165,0.1575,-0.625,-0.1185,-0.594,-0.167
-0.4025,0.403,0.125,0.0215,0.0135,-0.382,-0.8345,0.1605,-0.031,0.186,0.207,-0.291,-0.146,-0.347,-0.024
-0.258,0.3425,-0.444,0.011,0.0385,-0.5975,-0.176,0.131,-0.543,0.7185,0.4475,0.0735,-0.1265,-0.527,0.2
0.0415,0.0375,-0.819,0.0515,-0.007,-0.8695,0.0895,0.0295,-0.856,0.6935,0.3805,-0.5245,-0.117,-0.796,-0.161
0.2295,-0.0725,0.2315,0.005,0.0105,0.254,0.0335,0.0395,0.2605,0.499,-0.11,0.2055,-0.849,0.045,-0.04
