Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2014-06-18,0.93601,0.93601,0.917233,0.921914
2014-06-20,0.926594,0.926594,0.91244,0.917233
2014-06-23,0.921914,0.931329,0.917233,0.917233
2014-06-24,0.926594,0.926594,0.907768,0.907768
2014-06-25,0.898349,0.907768,0.893685,0.898349
2014-06-26,0.907768,0.907768,0.884266,0.888938
2014-06-27,0.888938,0.893685,0.879528,0.879528
2014-06-30,0.888938,0.893685,0.874854,0.893685
2014-07-01,0.893685,0.907768,0.888938,0.903096
2014-07-02,0.91244,0.91244,0.893685,0.898349
2014-07-03,0.903096,0.903096,0.884266,0.888938
2014-07-04,0.884266,0.898349,0.884266,0.898349
2014-07-07,0.898349,0.907768,0.893685,0.903096
2014-07-08,0.903096,0.903096,0.874854,0.874854
2014-07-09,0.879528,0.879528,0.851294,0.851294
2014-07-10,0.860705,0.874854,0.851294,0.874854
2014-07-11,0.874854,0.903096,0.874854,0.898349
2014-07-14,0.888938,0.91244,0.888938,0.903096
2014-07-15,0.903096,0.917233,0.898349,0.917233
2014-07-16,0.91244,0.921914,0.91244,0.921914
2014-07-17,0.91244,0.921914,0.91244,0.921914
2014-07-18,0.917233,0.917233,0.907768,0.91244
2014-07-21,0.91244,0.917233,0.903096,0.907768
2014-07-22,0.91244,0.921914,0.907768,0.921914
2014-07-23,0.921914,0.921914,0.91244,0.917233
2014-07-24,0.921914,0.931329,0.917233,0.917233
2014-07-25,0.917233,0.926594,0.907768,0.907768
2014-07-28,0.917233,0.917233,0.898349,0.907768
2014-07-29,0.91244,0.91244,0.898349,0.898349
2014-07-30,0.893685,0.893685,0.874854,0.874854
2014-07-31,0.874854,0.879528,0.846688,0.851294
2014-08-01,0.856099,0.879528,0.851294,0.879528
2014-08-04,0.884266,0.888938,0.884266,0.884266
2014-08-05,0.888938,0.954759,0.888938,0.954759
2014-08-06,0.950097,0.964174,0.945416,0.954759
2014-08-07,0.950097,0.950097,0.926594,0.931329
2014-08-08,0.926594,0.93601,0.917233,0.926594
2014-08-11,0.931329,0.945416,0.931329,0.93601
2014-08-12,0.940672,0.945416,0.940672,0.945416
2014-08-13,0.950097,0.97839,0.950097,0.97839
2014-08-14,0.97839,1.00188,0.96891,1.00188
2014-08-18,0.997212,1.01131,0.997212,1.01131
2014-08-19,1.00188,1.01591,1.00188,1.01591
2014-08-20,1.01131,1.02064,1.01131,1.02064
2014-08-21,1.01591,1.02531,1.01591,1.01591
2014-08-22,1.01591,1.01591,1.00655,1.01131
2014-08-25,1.00655,1.01591,1.00188,1.00655
2014-08-26,1.01131,1.01591,1.00188,1.00188
2014-08-27,1.00188,1.01131,1.00188,1.01131
2014-08-28,1.01131,1.01591,0.987805,0.997212
2014-08-29,0.992476,0.997212,0.987805,0.987805
2014-09-01,0.997212,0.997212,0.982997,0.997212
2014-09-02,0.997212,1.01591,0.997212,1.01591
2014-09-03,1.01131,1.04413,1.01131,1.0348
2014-09-04,1.0348,1.05362,1.02531,1.05362
2014-09-05,1.04895,1.05362,1.03947,1.04895
2014-09-08,1.05362,1.06303,1.03947,1.06303
2014-09-09,1.05362,1.05829,1.04895,1.04895
2014-09-10,1.05362,1.05362,1.0348,1.04413
2014-09-11,1.04413,1.04895,1.03947,1.04413
2014-09-12,1.04413,1.04413,1.03006,1.03006
2014-09-15,1.03006,1.03947,1.03006,1.03947
2014-09-16,1.03947,1.06303,1.03006,1.05829
2014-09-17,1.05829,1.06303,1.05362,1.06303
2014-09-18,1.05829,1.06303,1.03947,1.05829
2014-09-19,1.05829,1.0677,1.04895,1.0677
2014-09-22,1.06303,1.0677,1.04895,1.05362
2014-09-23,1.04895,1.04895,1.0348,1.03947
2014-09-24,1.03947,1.04895,1.03006,1.0348
2014-09-25,1.03947,1.05362,1.02531,1.03006
2014-09-26,1.02531,1.05362,1.02064,1.04895
2014-09-29,1.05829,1.0677,1.04413,1.06303
2014-09-30,1.06303,1.08179,1.06303,1.0677
2014-10-01,1.07238,1.07238,1.05829,1.0677
2014-10-02,1.04895,1.05362,1.03006,1.03006
2014-10-03,1.0348,1.04895,1.0348,1.03947
2014-10-06,1.04895,1.04895,1.0348,1.03947
2014-10-07,1.03947,1.04413,1.03006,1.03947
2014-10-08,1.03006,1.04413,1.01591,1.0348
2014-10-09,1.04413,1.04413,1.01591,1.01591
2014-10-10,1.01591,1.01591,0.97839,0.982997
2014-10-13,0.982997,0.997212,0.97839,0.97839
2014-10-14,0.987805,0.992476,0.959558,0.97839
2014-10-15,0.97839,0.97839,0.945416,0.954759
2014-10-16,0.964174,0.982997,0.945416,0.982997
2014-10-17,0.982997,1.00188,0.97839,0.987805
2014-10-20,0.987805,0.997212,0.96891,0.96891
2014-10-21,0.96891,1.00188,0.96891,1.00188
2014-10-22,1.00188,1.00655,0.997212,0.997212
2014-10-23,0.987805,1.00188,0.982997,0.982997
2014-10-24,0.96891,0.97839,0.959558,0.959558
2014-10-27,0.96891,0.97839,0.959558,0.964174
2014-10-28,0.96891,0.96891,0.954759,0.964174
2014-10-29,0.96891,0.973654,0.954759,0.959558
2014-10-30,0.964174,0.97839,0.954759,0.97839
2014-10-31,0.97839,0.982997,0.964174,0.964174
2014-11-03,0.96891,0.973654,0.959558,0.96891
2014-11-04,0.964174,0.987805,0.964174,0.97839
2014-11-05,0.982997,1.00655,0.982997,0.992476
2014-11-06,0.992476,0.997212,0.982997,0.982997
2014-11-07,0.987805,0.992476,0.97839,0.992476
2014-11-10,0.987805,0.987805,0.93601,0.93601
2014-11-12,0.93601,0.945416,0.926594,0.926594
2014-11-13,0.931329,0.93601,0.921914,0.921914
2014-11-14,0.926594,0.959558,0.921914,0.954759
2014-11-17,0.954759,0.964174,0.950097,0.959558
2014-11-18,0.959558,0.973654,0.959558,0.973654
2014-11-19,0.973654,0.97839,0.954759,0.959558
2014-11-20,0.945416,0.950097,0.931329,0.931329
2014-11-21,0.945416,0.945416,0.931329,0.93601
2014-11-24,0.940672,0.954759,0.940672,0.940672
2014-11-25,0.940672,0.954759,0.93601,0.950097
2014-11-26,0.940672,0.964174,0.940672,0.954759
2014-11-27,0.954759,0.973654,0.954759,0.96891
2014-11-28,0.964174,0.982997,0.964174,0.97839
2014-12-01,0.982997,0.982997,0.959558,0.97839
2014-12-02,0.97839,1.00188,0.97839,0.997212
2014-12-03,0.997212,1.00655,0.997212,1.00188
2014-12-04,1.00188,1.00655,0.982997,0.982997
2014-12-05,0.987805,1.00655,0.987805,0.997212
2014-12-08,1.00655,1.01131,0.997212,1.00655
2014-12-09,1.00655,1.00655,0.987805,0.987805
2014-12-10,0.987805,0.997212,0.97839,0.97839
2014-12-11,0.982997,0.982997,0.973654,0.97839
2014-12-12,0.97839,0.982997,0.96891,0.973654
2014-12-15,0.96891,0.97839,0.950097,0.950097
2014-12-16,0.954759,0.954759,0.926594,0.93601
2014-12-17,0.940672,0.959558,0.931329,0.945416
2014-12-18,0.954759,0.97839,0.954759,0.973654
2014-12-19,0.973654,0.973654,0.950097,0.959558
2014-12-22,0.959558,0.964174,0.945416,0.954759
2014-12-23,0.954759,0.964174,0.950097,0.954759
2014-12-29,0.959558,0.959558,0.926594,0.93601
2014-12-30,0.954759,0.954759,0.931329,0.945416
2015-01-02,0.959558,0.959558,0.93601,0.940672
2015-01-05,0.940672,0.940672,0.917233,0.917233
2015-01-07,0.921914,0.926594,0.91244,0.926594
2015-01-08,0.926594,0.945416,0.926594,0.945416
2015-01-09,0.945416,0.950097,0.931329,0.931329
2015-01-12,0.931329,0.93601,0.917233,0.926594
2015-01-13,0.926594,0.945416,0.926594,0.945416
2015-01-14,0.93601,0.945416,0.93601,0.940672
2015-01-15,0.940672,0.945416,0.903096,0.91244
2015-01-16,0.917233,0.917233,0.893685,0.907768
2015-01-19,0.91244,0.931329,0.91244,0.926594
2015-01-20,0.926594,0.940672,0.926594,0.931329
2015-01-21,0.926594,0.950097,0.926594,0.940672
2015-01-22,0.945416,0.959558,0.93601,0.959558
2015-01-23,0.959558,0.97839,0.945416,0.945416
2015-01-26,0.945416,0.973654,0.945416,0.973654
2015-01-27,0.973654,0.982997,0.964174,0.97839
2015-01-28,0.97839,0.97839,0.954759,0.973654
2015-01-29,0.973654,0.97839,0.959558,0.959558
2015-01-30,0.964174,0.96891,0.945416,0.945416
2015-02-02,0.950097,0.964174,0.940672,0.954759
2015-02-03,0.964174,0.964174,0.945416,0.964174
2015-02-04,0.964174,0.973654,0.964174,0.973654
2015-02-05,0.973654,0.987805,0.959558,0.987805
2015-02-06,0.982997,1.00655,0.982997,1.00655
2015-02-09,1.00188,1.00655,0.997212,1.00188
2015-02-10,1.00655,1.00655,0.997212,1.00188
2015-02-11,0.992476,1.00655,0.945416,0.945416
2015-02-12,0.945416,0.96891,0.945416,0.959558
2015-02-13,0.964174,0.96891,0.959558,0.96891
2015-02-16,0.96891,0.97839,0.96891,0.973654
2015-02-17,0.973654,0.97839,0.96891,0.973654
2015-02-18,0.973654,0.97839,0.964174,0.964174
2015-02-19,0.964174,0.96891,0.950097,0.950097
2015-02-20,0.954759,0.964174,0.954759,0.964174
2015-02-23,0.964174,0.964174,0.954759,0.959558
2015-02-24,0.959558,0.959558,0.950097,0.959558
